id;name;taxId;gender;dateOfBirth;status;externalCode;isEnriched;enrichedAt;enrichedBy;createdAt;createdBy;updatedAt;updatedBy;phone;email
1627;Fernanda Vitor Duarte Rosa;418.952.345-04;O;23/07/2005;2;LV3YXD39;True;06/12/2024 11:59;paulocarvalho;26/04/2025 03:35;viniciusgomes;10/11/2024 14:10;valentinaramos6;5,552194E+12;enzo26@gmail.com
1628;Sr. Ian Nogueira Carvalho;135.127.029-38;O;22/02/1979;2;;False;;;29/02/2024 05:17;helenaoliveira11;29/02/2024 05:17;helenaoliveira11;5,557191E+12;laura@yahoo.com.br
1629;Sra. Lucca Barros Barros;444.451.635-22;;23/07/1957;2;;True;28/02/2024 04:25;brunarodrigues;22/09/2024 05:54;mariadias85;22/09/2024 05:54;mariadias85;5,551193E+12;cecilia43@ig.com.br
1630;Srta. Mariana Conceição;189.909.272-17;O;22/10/1955;2;;True;05/10/2023 08:57;marialopes54;22/04/2024 05:01;marinarosa98;29/06/2024 08:16;rebecapinto;5,558196E+12;rebeca@ig.com.br
1631;Renan Moura Cardoso;894.691.532-98;;15/07/1954;1;C2QYG5EH;False;;;20/08/2024 17:12;amandacaldeira56;25/02/2024 22:33;julianafogaca;5,554199E+12;paulo@yahoo.com.br
1632;Dra. Yasmin Ramos;270.775.171-16;O;27/10/1994;1;NYDNIN3A;True;06/03/2024 03:51;leonardocorreia;05/12/2024 02:48;giovannafogaca39;20/05/2024 18:12;joaocosta3;5,556195E+12;aline2@bol.com.br
1633;Sra. Leonardo Caio Rodrigues;602.371.853-24;;30/03/1957;2;;True;23/08/2024 23:10;marinarocha;05/12/2023 21:18;marcelovieira;03/05/2024 16:20;nataliamendes;5,551196E+12;carolina@yahoo.com.br
1634;Emanuel Raquel Moura;343.633.096-66;O;17/05/1947;1;OYIC2R78;True;25/04/2025 09:00;brunogomes25;06/09/2024 18:54;gabrieladuarte;06/09/2024 18:54;gabrieladuarte;5,557194E+12;arthur26@ig.com.br
1635;Srta. Alice Teixeira Duarte;89.726.688/8567-81;F;13/10/2003;1;ZHO504LC;True;04/02/2025 21:20;pauloviana75;05/04/2024 16:38;marinacunha;11/04/2024 00:19;thiagoteixeira;5,554200E+12;alexandre6@gmail.com
1636;Sr. Rafaela Reis;333.288.058-97;F;04/09/2000;2;IPE20XLA;True;31/10/2024 15:20;felipepeixoto;29/01/2025 21:23;joaomelo;18/02/2025 05:20;rebecacastro;5,555194E+12;diego@gmail.com
1637;Dra. Luigi Oliveira;86.349.228/2327-83;;12/11/2000;1;;True;25/03/2024 06:53;renanreis76;04/05/2025 00:12;juliacastro3;26/02/2024 12:28;isabellarocha47;5,555197E+12;ricardo@yahoo.com.br
1638;Sra. Vitória Oliveira;879.594.914-65;O;02/04/1979;1;73IYZGBB;False;;;22/11/2024 23:54;melissaporto15;22/11/2024 23:54;melissaporto15;5,551198E+12;bruna57@bol.com.br
1639;Sra. Gustavo Sales Ferreira;996.679.056-66;M;03/03/1949;1;7WRSXWW0;False;;;11/06/2024 05:19;enzopereira;18/03/2025 13:03;viniciusmoraes;5,551199E+12;bianca@gmail.com
1640;Maitê Carvalho;12.711.092/2247-82;O;20/04/1993;2;;True;11/01/2025 19:23;carolinaporto61;20/06/2024 00:39;felipelima28;17/11/2023 10:21;gustavocorreia;5,552196E+12;jessica92@uol.com.br
1641;Sr. Yuri Carvalho Lopes;25.456.397/2071-59;;10/12/1965;1;;False;;;16/07/2024 17:03;juliamonteiro65;03/09/2024 12:01;helenaalves;5,555197E+12;marina40@yahoo.com.br
1642;Sr. Nicole Barbosa;011.010.479-38;O;27/12/1953;2;;True;29/12/2024 03:07;camilabarros;26/08/2024 22:40;danielaferreira27;29/04/2024 15:25;manuelamelo15;5,552191E+12;caio18@uol.com.br
1643;Luiza Santos Rezende;151.201.246-51;;22/09/1971;2;;False;;;05/03/2025 05:05;leticiamartins;05/03/2025 05:05;leticiamartins;5,551195E+12;leonardo@yahoo.com.br
1644;Sra. Vicente Felipe Moreira Mata;044.510.995-36;;01/11/2002;1;9MSTXZ6Y;False;;;27/04/2025 00:01;enzoalves30;27/04/2025 00:01;enzoalves30;5,551199E+12;lara19@hotmail.com
1645;Srta. Raquel Carlos Porto;80.056.907/8611-62;;10/02/1945;2;3KV40YSB;False;;;24/12/2023 08:04;beatrizjesus35;29/11/2023 17:29;diegoteixeira;5,558199E+12;natalia92@bol.com.br
1646;Srta. Mirella Jesus Moura;772.287.036-44;F;06/02/1981;1;;False;;;18/12/2024 08:00;camilaconceicao;18/12/2024 08:00;camilaconceicao;5,551197E+12;natalia@bol.com.br
1647;Sr. Ricardo Martins;92.078.721/0058-62;;03/05/1955;1;;False;;;03/12/2024 18:41;sophiareis15;25/03/2024 07:55;valentinacampos41;5,558194E+12;amanda21@uol.com.br
1648;Pedro Francisco Ferreira;102.049.180-62;;01/01/1955;2;STGBS0NU;True;26/10/2024 05:41;juliaferreira31;18/10/2024 18:37;joaocarvalho;18/10/2024 18:37;joaocarvalho;5,551197E+12;miguel@ig.com.br
1649;Joaquim Pinto Dias;38.138.303/1251-98;O;09/07/1998;1;;False;;;21/01/2025 12:56;gustavomota;21/01/2025 12:56;gustavomota;5,556194E+12;manuela@uol.com.br
1650;Sr. Bianca Nogueira Ribeiro;950.486.347-94;;19/11/1972;1;19XP7VIA;True;03/04/2025 04:05;diegocardoso27;17/08/2024 03:17;gabrielmoura25;17/08/2024 03:17;gabrielmoura25;5,553191E+12;lucas41@hotmail.com
1651;Sr. Luna Castro;17.829.535/5484-63;F;20/12/1972;2;;True;06/04/2024 07:42;giovannacarvalho36;23/01/2024 03:20;gabrielferreira;23/01/2024 03:20;gabrielferreira;5,558199E+12;andre@hotmail.com
1652;Juliana Natália Mota Silveira;617.963.267-45;F;10/05/1986;2;;False;;;24/01/2025 01:52;bernardocaldeira90;04/11/2023 17:28;carolinasales48;5,554194E+12;gustavo@uol.com.br
1653;Dra. Daniel Ana Silveira;409.912.552-54;;12/07/1957;1;60J6ZWI4;False;;;09/12/2024 15:55;marcosluz93;09/12/2024 15:55;marcosluz93;5,556193E+12;lucas47@bol.com.br
1654;Dr. Diego Porto Oliveira;963.556.441-99;;26/11/1982;1;AIUR8MLL;False;;;01/01/2024 10:39;marinafreitas7;11/04/2024 14:19;joaomendes22;5,556198E+12;rafael86@hotmail.com
1655;Sra. Benjamin Melissa Rodrigues;327.767.357-38;;20/03/1978;1;;True;16/12/2023 14:59;miguelfogaca;06/07/2024 19:20;sophianogueira;18/12/2023 16:07;joaoduarte6;5,557194E+12;camila@ig.com.br
1656;Srta. Olivia Fogaça;900.739.185-68;;24/12/1953;1;PRYX9W80;True;24/01/2025 03:31;marcelomata14;27/09/2024 01:00;thiagolopes19;03/03/2024 08:12;patriciacastro79;5,552190E+12;rodrigo18@gmail.com
1657;Dr. Guilherme Cavalcanti Costa;682.758.274-70;;08/10/2000;2;VZI1Z835;False;;;20/03/2025 23:36;brunomelo;04/01/2024 01:05;marcelomoura1;5,555191E+12;daniela26@ig.com.br
1658;Dr. Aline Mariane Cavalcanti;340.187.309-24;;16/04/2005;1;;True;01/10/2023 18:26;brunanunes44;30/06/2024 21:49;andrebarros;01/06/2024 10:36;isabellareis;5,555197E+12;daniela@ig.com.br
1659;Srta. Renan Ana Santos;44.903.683/6935-61;;21/06/1945;1;;True;06/03/2024 01:03;henriquemota76;06/08/2024 10:04;brunoconceicao;04/12/2023 20:08;eduardolima;5,557195E+12;natalia@gmail.com
1660;Srta. Valentina Mota;34.120.362/2535-92;;22/01/1977;1;57DQ9R0O;True;01/06/2024 16:43;jessicamendes;30/01/2024 21:13;juliareis;30/01/2024 21:13;juliareis;5,558197E+12;leandro2@bol.com.br
1661;Dr. Mirella Luiz Farias;179.803.335-22;;16/07/1998;2;;False;;;01/05/2025 12:45;larissacastro;27/09/2024 21:50;bernardoaragao14;5,552194E+12;camila@uol.com.br
1662;Luiza Barbosa;618.980.660-60;F;11/02/1968;2;;False;;;07/12/2024 07:59;ceciliasantos86;23/11/2023 20:09;valentinafarias;5,551200E+12;maria35@gmail.com
1663;Emilly Teixeira Lopes;74.463.911/1801-73;;26/07/1979;1;;True;04/05/2025 20:12;enzobarbosa24;19/10/2024 18:45;yasminmartins;25/10/2024 18:45;gabrielnunes23;5,557200E+12;matheus58@yahoo.com.br
1664;Luna Campos;593.466.654-02;F;19/10/2003;1;;False;;;14/06/2024 05:12;igormonteiro;20/07/2024 03:47;samuelcaldeira94;5,555196E+12;ana72@gmail.com
1665;Rafael Cavalcanti Ferreira;354.557.502-32;O;07/01/1975;2;UPC3QY9U;True;01/01/2024 02:34;rodrigoporto73;10/12/2023 18:48;lucasnogueira15;10/12/2023 18:48;lucasnogueira15;5,554198E+12;isabella79@hotmail.com
1666;Sr. Amanda Alana Melo Barros;802.334.566-80;;26/12/1962;2;LKV0Q3LS;False;;;21/12/2023 16:33;bernardofreitas50;26/06/2024 01:19;brunacostela54;5,553194E+12;bruna80@gmail.com
1667;Sr. Vitória Gomes;025.649.459-91;O;04/07/1957;2;2F3K4477;False;;;15/06/2024 06:00;bernardoribeiro;15/06/2024 06:00;bernardoribeiro;5,558194E+12;camila@ig.com.br
1668;Nicolas Almeida;798.915.871-70;;12/08/1954;2;;True;04/02/2025 22:03;igorreis93;06/07/2024 02:46;alexandrepinto58;21/02/2024 21:51;pedrofreitas29;5,557197E+12;renan3@ig.com.br
1669;Emanuel Leonardo Costa;397.266.344-03;M;04/09/1977;1;;True;01/07/2024 00:25;giovannanogueira54;10/06/2024 20:33;brunateixeira;28/02/2025 00:26;davicostela75;5,555193E+12;joao67@bol.com.br
1670;Dr. André Oliveira;88.954.747/7441-07;;02/10/1981;1;23R54ITX;True;21/02/2024 00:48;ceciliapires89;25/02/2025 10:16;sophiavieira18;25/10/2023 14:18;brunasilveira13;5,551191E+12;manuela@gmail.com
1671;Srta. Bruno Fogaça;89.128.086/9772-47;;28/11/2007;1;;True;19/11/2023 16:06;alicenunes9;11/05/2024 07:23;rafaelpinto;07/03/2024 20:28;davimata;5,554191E+12;mariana@uol.com.br
1672;Sra. Thomas Melo;007.121.780-40;M;23/08/1955;1;;True;02/11/2023 12:33;beatrizduarte22;25/04/2024 05:28;camilapaz91;10/05/2024 14:11;matheusgomes14;5,551196E+12;bruno@hotmail.com
1673;Anthony Gomes;864.333.527-43;;29/09/1992;1;;True;15/12/2023 16:50;luiznogueira35;28/04/2025 05:13;paulocaldeira;28/04/2025 05:13;paulocaldeira;5,555199E+12;julia89@hotmail.com
1674;Dr. Sophie Leandro Ramos Nascimento;225.745.395-69;O;30/09/1998;1;EGIW5VUW;True;18/04/2024 05:57;samuellima;23/11/2024 06:03;alicepaz;10/05/2024 19:57;bernardoconceicao;5,557194E+12;amanda@gmail.com
1675;Isabella Araújo;707.524.356-45;;20/03/1986;1;CV8ZYM50;False;;;08/10/2023 11:38;rodrigosilveira;16/01/2024 19:27;lucasalves;5,556198E+12;luiz@uol.com.br
1676;Dr. Enzo Costela;836.188.171-98;;10/03/1957;2;U9XNOQ37;False;;;20/11/2024 11:47;samuelmelo56;20/11/2024 11:47;samuelmelo56;5,556197E+12;natalia91@ig.com.br
1677;Sra. Catarina Costa;145.476.643-06;O;30/08/1947;2;;True;19/02/2024 06:25;diegomoreira;07/01/2024 05:59;leandrobarbosa9;21/08/2024 12:17;henriqueoliveira73;5,552196E+12;marcos25@ig.com.br
1678;Dra. Leonardo Heitor Fogaça;052.760.101-94;O;26/02/1975;1;;False;;;14/04/2024 15:43;giovannacampos;30/01/2024 16:10;enzoazevedo69;5,553192E+12;natalia@uol.com.br
1679;Dr. Bianca Fernandes;308.303.640-92;;10/05/1985;2;;False;;;17/09/2024 02:21;rodrigorodrigues;17/09/2024 02:21;rodrigorodrigues;5,557193E+12;marcelo33@yahoo.com.br
1680;Dr. Sophia Nascimento Fogaça;383.325.845-46;O;27/04/1975;2;QHUCGT9L;True;19/06/2024 11:03;patricianovaes31;10/01/2024 13:39;patriciacorreia;18/11/2024 04:58;leonardobarros90;5,555199E+12;ricardo61@gmail.com
1681;Sr. Luna Maria Cardoso;838.818.227-68;F;16/10/2006;1;YTWJ98M3;True;15/10/2024 23:55;renandias79;26/12/2023 05:42;ceciliareis;20/12/2024 15:55;viniciusrezende;5,551190E+12;juliana@ig.com.br
1682;Leonardo Leandro Moraes Fernandes;443.250.734-75;M;05/08/1946;2;66B3OV17;True;14/01/2024 06:49;caioreis;01/06/2024 22:19;felipearagao;20/03/2025 14:26;nataliagoncalves;5,551196E+12;diego42@gmail.com
1683;Dr. Théo Araújo;374.699.948-54;;15/10/2001;1;AG7LI7U3;True;01/01/2024 16:07;bernardolopes;22/03/2025 13:55;brunaaragao66;22/03/2025 13:55;brunaaragao66;5,551191E+12;nicole65@bol.com.br
1684;Sr. Daniel Diego Paz Duarte;543.742.357-93;M;04/04/1964;2;BHI712W5;False;;;20/06/2024 15:07;alicecaldeira;17/04/2024 15:28;renannogueira25;5,553196E+12;renan@uol.com.br
1685;Dra. Yago Marcelo Araújo;362.178.354-08;M;08/06/2007;1;TB9WRSK7;False;;;26/06/2024 22:28;alinepaz;17/12/2023 22:05;carolinalima28;5,553199E+12;daniela@bol.com.br
1686;Raul Costela Costela;539.124.131-16;;30/08/1960;2;;False;;;01/02/2024 19:11;mariaramos89;14/03/2024 01:32;mariaazevedo;5,558196E+12;ricardo49@gmail.com
1687;Luna Carolina Ferreira;27.053.737/6929-74;F;18/03/1972;2;;False;;;08/09/2024 08:59;carolinateixeira;26/06/2024 03:03;luizcavalcanti47;5,557192E+12;diego@yahoo.com.br
1688;Srta. Danilo Conceição;955.114.434-22;;10/03/1961;2;;False;;;18/11/2023 04:54;vitorreis66;02/06/2024 20:19;diegoviana62;5,557194E+12;gustavo@hotmail.com
1689;Dra. Elisa Cruz;29.286.398/1960-96;F;03/01/1985;1;JJMFVJAH;True;22/05/2024 22:25;arthurrocha2;03/04/2024 14:16;henriqueribeiro75;19/10/2023 13:32;fernandaluz70;5,555193E+12;helena87@yahoo.com.br
1690;Anthony Silva;93.416.425/5284-41;O;28/07/1963;2;;True;25/01/2025 19:01;matheuscostela80;15/02/2024 06:17;joaorosa38;28/10/2023 03:27;pedromelo;5,556193E+12;natalia@uol.com.br
1691;Olivia Duarte;299.047.810-96;;22/06/1973;2;1Z58KL3Y;True;25/03/2025 05:58;brunofernandes7;08/11/2023 21:46;vitorferreira44;04/04/2025 11:49;bernardoreis91;5,556191E+12;mariana@ig.com.br
1692;Vitor Luz;921.642.920-32;M;30/08/1985;2;6CU4LF3L;False;;;27/01/2024 15:52;marcoscorreia85;09/02/2025 00:46;viniciusalves;5,556200E+12;carlos@hotmail.com
1693;Alexandre Yasmin Fogaça;018.814.067-52;;30/06/2004;2;OKEUEN96;False;;;25/07/2024 21:32;miguelalmeida25;07/04/2024 06:39;marianapeixoto;5,551195E+12;diego@uol.com.br
1694;Davi Pereira Moraes;047.161.126-79;M;19/08/1950;2;G34QZMBO;True;02/01/2025 19:56;rafaelamoreira96;25/03/2025 22:14;juliaferreira1;11/09/2024 09:00;beatrizfreitas25;5,552198E+12;jessica63@yahoo.com.br
1695;Dra. Benício Freitas Vieira;539.217.932-99;M;11/12/1963;1;AF9ECH1I;False;;;13/08/2024 03:37;vitorpereira;13/08/2024 03:37;vitorpereira;5,556193E+12;samuel@gmail.com
1696;Srta. Thales Correia;936.165.237-21;M;18/12/1971;2;;True;26/05/2024 07:33;leonardocruz;02/04/2024 18:41;giovannacampos28;26/11/2024 09:06;danilonascimento77;5,557190E+12;manuela61@hotmail.com
1697;Dr. Bianca Martins;149.072.708-94;F;03/01/1960;2;QGIXO5WT;True;25/09/2024 23:35;enzonascimento3;08/04/2024 13:30;alinepaz;26/10/2023 20:34;nicoleconceicao;5,553194E+12;maria5@yahoo.com.br
1698;Renan Gomes Rosa;211.837.510-86;;02/07/1946;2;XDLGAMM1;False;;;12/04/2024 16:45;yasmincardoso;22/05/2024 02:30;patriciaduarte53;5,555192E+12;leandro78@ig.com.br
1699;Srta. Manuela Nascimento;092.764.326-67;O;25/01/1989;2;EUY2FR8S;True;15/06/2024 22:57;amandafernandes;08/12/2023 08:25;brunofreitas;06/11/2023 09:27;marianarodrigues;5,553190E+12;joao@ig.com.br
1700;Luigi Rocha Rocha;638.627.208-60;M;13/08/1945;1;;True;20/02/2025 05:03;alexandrepaz;22/11/2023 00:11;samuelmelo;22/11/2023 00:11;samuelmelo;5,552198E+12;caio93@yahoo.com.br
1701;Felipe Barbosa Araújo;206.203.849-33;M;08/11/2003;1;;True;09/05/2024 04:12;isabellagomes22;18/10/2023 06:02;biancaduarte37;18/10/2023 06:02;biancaduarte37;5,554194E+12;aline@bol.com.br
1702;Dr. Aurora Dias;46.793.513/4085-27;F;31/08/1991;1;9HF59HTU;False;;;10/12/2023 06:06;renanferreira;01/02/2025 17:07;rafaelnovaes;5,558198E+12;cecilia@uol.com.br
1703;Giovanna Nunes;74.370.315/6787-63;O;11/02/1961;2;;False;;;09/04/2024 02:45;pedrocosta99;01/02/2024 04:23;laurapinto;5,558193E+12;julia47@gmail.com
1704;Dra. Marina Souza;107.791.266-30;;16/01/1951;2;PANIDCO7;False;;;14/11/2024 08:58;pedrolima;14/11/2024 08:58;pedrolima;5,558196E+12;valentina@ig.com.br
1705;Caio Cunha;80.614.468/6024-11;M;30/06/1964;2;;False;;;07/06/2024 11:36;lucascostela75;18/11/2023 23:05;leonardolima;5,554199E+12;juliana@yahoo.com.br
1706;Juan Costela;523.749.714-88;;17/04/2000;2;AR1JJ6NW;False;;;11/02/2025 23:30;arthurrezende80;23/11/2024 13:11;rebecaazevedo;5,553196E+12;thiago42@gmail.com
1707;Nathan Luz;62.764.383/3154-94;;21/11/1957;1;TVQ0VCD8;True;11/11/2023 01:33;pedropaz;21/03/2024 22:24;leonardomoura;21/03/2024 22:24;leonardomoura;5,552193E+12;marcos@hotmail.com
1708;Sr. Maitê Isabella Almeida;166.049.510-96;F;14/11/1984;1;02256RIM;True;23/09/2024 01:54;gustavomoura;01/04/2024 02:15;leandrofernandes;09/11/2023 04:03;marceloazevedo;5,551195E+12;matheus65@hotmail.com
1709;Marina Sales Rezende;28.255.829/1929-37;F;21/08/2004;2;Z8ISKUI0;True;02/02/2024 08:35;julianascimento89;28/12/2024 11:21;rafaelacostela;28/12/2024 11:21;rafaelacostela;5,552200E+12;ricardo@yahoo.com.br
1710;Patricia Costela;622.809.860-34;O;18/12/1998;1;;False;;;07/04/2024 20:54;miguelnovaes;31/07/2024 11:22;isabellajesus28;5,551191E+12;helena@gmail.com
1711;Ryan Vinicius Freitas;973.247.241-83;M;21/04/1945;2;TL9LBCEE;False;;;19/10/2023 05:49;isabellanovaes;20/08/2024 01:52;igorfreitas80;5,553200E+12;leandro67@bol.com.br
1712;Juan Bruno Pinto Viana;40.231.615/0246-36;M;13/03/1949;1;;True;09/06/2024 19:26;leticiamartins74;08/08/2024 20:56;marcoscostela;08/08/2024 20:56;marcoscostela;5,556197E+12;arthur@bol.com.br
1713;Yago Santos;024.569.608-91;M;30/12/1945;1;DSK06TQS;False;;;26/07/2024 18:05;rodrigoreis;08/10/2024 01:55;larareis;5,551199E+12;eduardo@yahoo.com.br
1714;Mirella Ferreira;687.495.315-13;F;13/03/1957;2;6BT1JE90;True;16/02/2024 15:37;brunoconceicao72;25/11/2023 16:46;carolinacampos55;25/11/2023 16:46;carolinacampos55;5,554197E+12;juliana@bol.com.br
1715;Sr. Juliana Rezende;71.232.405/0488-02;O;29/09/1989;2;645DH8RH;False;;;23/05/2024 07:12;rafaelpinto80;17/05/2024 02:17;nicolealves12;5,556194E+12;cecilia@uol.com.br
1716;Nicole Mendes;578.408.648-43;F;03/03/1983;2;;False;;;05/12/2024 10:31;alicecosta;04/12/2024 15:17;leonardoluz76;5,554198E+12;nicole70@uol.com.br
1717;Heloísa Caldeira Alves;523.712.393-05;O;03/07/1963;2;SRI55T8U;False;;;15/04/2024 17:23;diegosales92;25/07/2024 11:21;leticiarezende35;5,558191E+12;manuela@ig.com.br
1718;Dr. Melissa Bruna Ramos Oliveira;51.601.923/5558-85;;27/04/1973;1;;False;;;30/05/2024 03:44;melissajesus25;01/02/2024 05:06;vitormartins;5,556195E+12;juliana@uol.com.br
1719;Olivia Rosa;869.653.150-04;;19/05/1946;1;8ZSZJ8KD;False;;;25/12/2024 06:19;anamoreira4;25/12/2024 06:19;anamoreira4;5,553191E+12;davi14@uol.com.br
1720;Heloísa Cecília Farias;546.255.069-71;F;02/01/1961;2;CQAOMLG0;True;11/12/2024 15:37;rodrigooliveira;26/11/2024 01:19;nataliacosta8;26/11/2024 01:19;nataliacosta8;5,551200E+12;alexandre2@gmail.com
1721;Dra. Giovanna Silva;89.409.142/7720-53;F;10/02/1983;2;OXWWJT6P;True;29/12/2024 17:47;helenaporto;04/12/2024 11:51;jessicavieira70;02/06/2024 16:51;brunomota48;5,556195E+12;enzo@gmail.com
1722;Sra. Eduardo Heloísa Oliveira;94.350.216/4460-56;;27/10/1997;1;L1SXUYAI;False;;;19/06/2024 05:41;davilima;19/06/2024 05:41;davilima;5,558197E+12;rebeca@ig.com.br
1723;Murilo Nathan Mota;56.250.453/2750-96;M;02/02/1945;2;;True;22/06/2024 16:00;yasminpeixoto;31/05/2024 07:34;renanferreira;31/05/2024 07:34;renanferreira;5,557200E+12;caio50@ig.com.br
1724;Dra. Calebe Laura Cruz Rodrigues;20.685.816/1677-18;O;21/06/1986;1;VO91PTTW;False;;;16/06/2024 12:23;rafaelamartins58;10/11/2024 14:05;marceloporto51;5,551197E+12;valentina66@uol.com.br
1725;Srta. Rafaela Novaes;44.927.665/0290-60;F;31/08/1962;1;;True;06/09/2024 08:57;nicoleduarte60;26/11/2024 05:14;mariaribeiro;07/09/2024 06:22;brunomonteiro;5,555190E+12;thiago16@bol.com.br
1726;Dr. Helena Luz Aragão;675.785.074-32;F;04/11/1993;2;L328RSTL;False;;;30/10/2024 23:24;rafaelferreira96;27/03/2025 16:50;leticiarocha;5,556193E+12;larissa@gmail.com
1727;Dr. Gabriel Moura;739.859.882-51;;12/05/1946;2;SXKH18N1;False;;;11/08/2024 03:05;yasminpeixoto7;26/11/2023 13:47;felipereis;5,556195E+12;igor@yahoo.com.br
1728;Luiza Peixoto;373.111.800-95;F;22/06/1969;1;;True;09/12/2024 03:24;matheusalmeida;03/05/2025 13:03;fernandaazevedo;29/05/2024 07:08;melissaluz;5,552193E+12;patricia51@gmail.com
1729;Sr. Nathan Davi Pinto;527.974.946-75;M;10/10/1982;2;;True;18/03/2025 22:45;camilarocha;24/03/2024 11:28;gustavogomes84;04/05/2025 16:53;yasminmoreira32;5,556192E+12;valentina@yahoo.com.br
1730;Srta. Gabriel Santos;598.034.757-69;;24/07/1963;1;J1XDLHT7;True;18/04/2025 07:07;vitorfreitas32;30/03/2024 01:30;gabrielacastro76;14/06/2024 21:49;patriciadias;5,554194E+12;matheus@bol.com.br
1731;Sr. Isabella Reis Novaes;587.546.037-96;;08/02/1999;2;5GT3N9H6;False;;;22/10/2024 14:58;anamoreira41;22/01/2025 10:14;marcelopaz11;5,552192E+12;samuel@gmail.com
1732;Felipe Peixoto;662.633.829-41;M;15/01/1946;2;;False;;;11/03/2025 10:59;rafaelacampos;14/10/2023 17:08;pedrocruz15;5,557190E+12;igor25@hotmail.com
1733;Dr. Ricardo Helena Pinto;77.106.246/1870-82;;07/12/1979;1;ORT1SPY7;False;;;25/05/2024 15:04;henriquemoreira;10/03/2025 00:30;henriquecorreia;5,557199E+12;diego13@yahoo.com.br
1734;Sra. Lorena Cecília Aragão Novaes;980.984.897-03;F;08/06/1975;1;3T5YVJ8C;True;08/02/2025 08:43;leticiagomes55;30/12/2023 22:26;eduardoporto92;30/12/2023 22:26;eduardoporto92;5,554196E+12;bernardo@ig.com.br
1735;Srta. Isis Otávio Almeida Rocha;955.139.308-22;;25/03/1949;2;;False;;;18/04/2024 06:01;beatrizpeixoto49;18/04/2024 06:01;beatrizpeixoto49;5,553195E+12;natalia85@hotmail.com
1736;Sra. Rodrigo Jesus;32.632.174/5370-73;M;20/12/1949;1;WPLZ0B7J;False;;;18/06/2024 19:29;henriquemoraes;18/06/2024 19:29;henriquemoraes;5,551194E+12;juliana10@gmail.com
1737;Danilo Fogaça;066.758.708-98;;14/09/1995;2;;True;12/04/2024 20:56;sophiaribeiro27;17/11/2024 22:44;viniciusteixeira;30/05/2024 14:02;mariamata40;5,556191E+12;pedro77@uol.com.br
1738;Srta. Erick Azevedo;717.681.226-91;M;14/12/1993;2;;False;;;16/03/2025 11:51;leandropinto;09/11/2024 11:38;jessicacorreia69;5,557192E+12;davi@ig.com.br
1739;Luiza Nunes Oliveira;894.981.557-05;F;28/02/1955;2;1W0AAGDO;True;25/11/2024 19:07;analima27;14/11/2023 03:16;gabrielarocha;09/02/2024 17:21;camilamoraes;5,551199E+12;miguel@hotmail.com
1740;Emilly Moura;339.538.695-46;O;28/02/1997;2;;False;;;01/09/2024 16:04;rafaellopes31;27/03/2024 04:22;diegoluz12;5,551196E+12;rafaela95@yahoo.com.br
1741;Sra. Thomas Fernandes Silveira;875.641.645-93;;06/06/1945;2;;False;;;09/09/2024 03:55;vitoraraujo19;15/07/2024 06:07;patriciapires38;5,553194E+12;enzo57@ig.com.br
1742;Dr. Emilly Farias;626.371.909-90;O;08/10/1945;2;;False;;;13/01/2024 12:13;rafaelrocha;11/04/2024 08:50;alexandrenunes;5,558190E+12;gustavo13@uol.com.br
1743;Dr. Juan Freitas Cavalcanti;513.144.170-27;O;22/10/1999;1;DN4GDVUN;False;;;12/01/2025 07:48;bernardovieira77;23/01/2024 20:58;sophiamota46;5,553196E+12;natalia91@ig.com.br
1744;Sra. Rafael Nascimento;672.400.435-34;;17/10/1954;1;Q2OYQPF2;True;05/10/2023 13:48;julianadias1;02/05/2024 23:16;lucascorreia;02/05/2024 23:16;lucascorreia;5,556191E+12;bernardo46@yahoo.com.br
1745;Sra. Fernanda Sophie Conceição;590.753.273-43;F;17/09/1998;1;;True;28/01/2024 22:42;luizmoreira12;01/08/2024 18:49;alinerodrigues;26/09/2024 03:38;giovannadias;5,552191E+12;beatriz12@hotmail.com
1746;Sra. Vinicius Gomes;48.837.988/0192-57;;03/07/1974;1;1TGXP518;True;23/05/2024 20:14;gabrielnogueira;10/02/2025 18:55;alicegoncalves;12/02/2024 01:04;laraazevedo;5,557196E+12;bruna@hotmail.com
1747;Sra. Leonardo Natália Vieira Fogaça;570.261.034-21;;29/01/1951;2;VQO4BWEN;True;13/03/2025 08:29;gabrielaazevedo;29/12/2023 17:53;diegosouza40;13/01/2025 02:04;eduardobarros;5,555199E+12;jessica@hotmail.com
1748;Felipe Diego Conceição;18.549.136/4599-76;O;12/09/1987;1;U0X9UF9Q;False;;;26/01/2025 21:08;diegofernandes;26/01/2025 21:08;diegofernandes;5,556191E+12;aline4@uol.com.br
1749;Luiza Ramos;90.666.443/6090-27;O;13/11/2003;2;RDWC42EH;False;;;17/03/2024 19:59;rebecaoliveira27;27/01/2025 00:55;rebecapeixoto96;5,555199E+12;rafaela@uol.com.br
1750;Leonardo Thomas Melo;363.602.748-80;M;04/09/1973;1;XYA3N30H;True;07/03/2025 09:13;marinadias87;17/11/2023 02:05;patriciasilveira;17/11/2023 02:05;patriciasilveira;5,551190E+12;ricardo@hotmail.com
1751;Daniela Fernandes;382.757.201-42;F;20/10/1962;1;7Z7ZAPMA;True;04/07/2024 21:29;beatrizviana;12/02/2024 03:45;manuelafreitas58;12/02/2024 03:45;manuelafreitas58;5,557200E+12;maria73@gmail.com
